"County, State",Cost Per Meal
"Cumberland County, Pennsylvania",$3.78 
"Dauphin County, Pennsylvania",$3.61 
"Delaware County, Pennsylvania",$4.16 
"Elk County, Pennsylvania",$3.51 
"Erie County, Pennsylvania",$3.69 
"Fayette County, Pennsylvania",$3.48 
"Forest County, Pennsylvania",$3.45 
"Franklin County, Pennsylvania",$3.58 
"Fulton County, Pennsylvania",$3.58 
"Greene County, Pennsylvania",$3.55 
"Huntingdon County, Pennsylvania",$3.39 
"Indiana County, Pennsylvania",$3.56 
"Jefferson County, Pennsylvania",$3.45 
"Juniata County, Pennsylvania",$3.50 
"Lackawanna County, Pennsylvania",$3.68 
"Lancaster County, Pennsylvania",$3.84 
"Lawrence County, Pennsylvania",$3.71 
"Lebanon County, Pennsylvania",$3.60 
"Lehigh County, Pennsylvania",$3.82 
"Luzerne County, Pennsylvania",$3.62 
"Lycoming County, Pennsylvania",$3.65 
"McKean County, Pennsylvania",$3.53 
"Mercer County, Pennsylvania",$3.62 
"Mifflin County, Pennsylvania",$3.40 
"Monroe County, Pennsylvania",$3.67 
"Montgomery County, Pennsylvania",$4.25 
"Montour County, Pennsylvania",$3.43 
"Northampton County, Pennsylvania",$3.95 
"Northumberland County, Pennsylvania",$3.43 
"Perry County, Pennsylvania",$3.48 
"Philadelphia County, Pennsylvania",$3.96 
"Pike County, Pennsylvania",$3.74 
"Potter County, Pennsylvania",$3.75 
"Schuylkill County, Pennsylvania",$3.53 
"Snyder County, Pennsylvania",$3.55 
"Somerset County, Pennsylvania",$3.51 
"Sullivan County, Pennsylvania",$3.51 
"Susquehanna County, Pennsylvania",$3.92 
"Tioga County, Pennsylvania",$3.42 
"Union County, Pennsylvania",$3.68 
"Venango County, Pennsylvania",$3.52 
"Warren County, Pennsylvania",$3.50 
"Washington County, Pennsylvania",$3.82 
"Wayne County, Pennsylvania",$3.70 
"Westmoreland County, Pennsylvania",$3.79 
"Wyoming County, Pennsylvania",$3.53 
"York County, Pennsylvania",$3.60 
"Bristol County, Rhode Island",$4.70 
"Kent County, Rhode Island",$3.75 
"Newport County, Rhode Island",$4.37 
"Providence County, Rhode Island",$4.05 
"Washington County, Rhode Island",$4.24 
"Abbeville County, South Carolina",$3.41 
"Aiken County, South Carolina",$3.51 
"Allendale County, South Carolina",$3.10 
"Anderson County, South Carolina",$3.35 
"Bamberg County, South Carolina",$3.10 
"Barnwell County, South Carolina",$3.10 
"Beaufort County, South Carolina",$4.06 
"Berkeley County, South Carolina",$3.69 
"Calhoun County, South Carolina",$3.22 
"Charleston County, South Carolina",$4.15 
"Cherokee County, South Carolina",$3.26 
"Chester County, South Carolina",$3.15 
"Chesterfield County, South Carolina",$3.22 
"Clarendon County, South Carolina",$3.15 
"Colleton County, South Carolina",$3.33 
"Darlington County, South Carolina",$3.25 
"Dillon County, South Carolina",$3.16 
"Dorchester County, South Carolina",$3.81 
"Edgefield County, South Carolina",$3.36 
"Fairfield County, South Carolina",$3.42 
"Florence County, South Carolina",$3.34 
"Georgetown County, South Carolina",$3.64 
"Greenville County, South Carolina",$3.82 
"Greenwood County, South Carolina",$3.40 
"Hampton County, South Carolina",$3.33 
"Horry County, South Carolina",$3.63 
"Jasper County, South Carolina",$3.85 
"Kershaw County, South Carolina",$3.39 
"Lancaster County, South Carolina",$3.65 
"Laurens County, South Carolina",$3.20 
"Lee County, South Carolina",$3.25 
"Lexington County, South Carolina",$3.58 
"McCormick County, South Carolina",$3.41 
"Marion County, South Carolina",$3.14 
"Marlboro County, South Carolina",$3.09 
"Newberry County, South Carolina",$3.13 
"Oconee County, South Carolina",$3.60 
"Orangeburg County, South Carolina",$3.19 
"Pickens County, South Carolina",$3.54 
"Richland County, South Carolina",$3.68 
"Saluda County, South Carolina",$3.36 
"Spartanburg County, South Carolina",$3.35 
"Sumter County, South Carolina",$3.29 
"Union County, South Carolina",$3.12 
"Williamsburg County, South Carolina",$3.28 
"York County, South Carolina",$3.68 
"Aurora County, South Dakota",$3.63 
"Beadle County, South Dakota",$3.65 
"Bennett County, South Dakota",$3.76 
"Bon Homme County, South Dakota",$3.63 
"Brookings County, South Dakota",$3.74 
"Brown County, South Dakota",$3.62 
"Brule County, South Dakota",$3.63 
"Buffalo County, South Dakota",$3.62 
"Butte County, South Dakota",$3.87 
"Campbell County, South Dakota",$3.86 
"Charles Mix County, South Dakota",$3.63 
"Clark County, South Dakota",$3.65 
"Clay County, South Dakota",$3.63 
"Codington County, South Dakota",$3.65 
"Corson County, South Dakota",$3.86 
"Custer County, South Dakota",$3.76 
"Davison County, South Dakota",$3.63 
"Day County, South Dakota",$3.65 
"Deuel County, South Dakota",$3.65 
"Dewey County, South Dakota",$3.36 
"Douglas County, South Dakota",$3.63 
"Edmunds County, South Dakota",$3.62 
"Fall River County, South Dakota",$3.76 
"Faulk County, South Dakota",$3.62 
"Grant County, South Dakota",$3.65 
"Gregory County, South Dakota",$3.63 
"Haakon County, South Dakota",$3.76 
"Hamlin County, South Dakota",$3.65 
"Hand County, South Dakota",$3.62 
"Hanson County, South Dakota",$3.78 
"Harding County, South Dakota",$3.36 
"Hughes County, South Dakota",$3.62 
"Hutchinson County, South Dakota",$3.63 
"Hyde County, South Dakota",$3.62 
"Jackson County, South Dakota",$3.76 
"Jerauld County, South Dakota",$3.74 
"Jones County, South Dakota",$3.76 
"Kingsbury County, South Dakota",$3.74 
"Lake County, South Dakota",$3.74 
"Lawrence County, South Dakota",$3.87 
"Lincoln County, South Dakota",$3.90 
"Lyman County, South Dakota",$3.62 
"McCook County, South Dakota",$3.78 
"McPherson County, South Dakota",$3.62 
"Marshall County, South Dakota",$3.62 
"Meade County, South Dakota",$3.36 
"Mellette County, South Dakota",$3.76 
"Miner County, South Dakota",$3.74 
"Minnehaha County, South Dakota",$3.78 
"Moody County, South Dakota",$3.74 
"Oglala Lakota County, South Dakota",$3.76 
"Pennington County, South Dakota",$3.76 
"Perkins County, South Dakota",$3.88 
"Potter County, South Dakota",$3.62 
"Roberts County, South Dakota",$3.65 
"Sanborn County, South Dakota",$3.74 
"Spink County, South Dakota",$3.62 
"Stanley County, South Dakota",$3.62 
"Sully County, South Dakota",$3.62 
"Todd County, South Dakota",$3.76 
"Tripp County, South Dakota",$3.63 
"Turner County, South Dakota",$3.90 
"Union County, South Dakota",$3.55 
"Walworth County, South Dakota",$3.86 
"Yankton County, South Dakota",$3.63 
"Ziebach County, South Dakota",$3.36 
"Anderson County, Tennessee",$3.86 
"Bedford County, Tennessee",$3.46 
"Benton County, Tennessee",$3.48 
"Bledsoe County, Tennessee",$3.58 
"Blount County, Tennessee",$3.93 
"Bradley County, Tennessee",$3.81 
"Campbell County, Tennessee",$3.52 
"Cannon County, Tennessee",$3.39 
"Carroll County, Tennessee",$3.38 
"Carter County, Tennessee",$3.46 
"Cheatham County, Tennessee",$3.60 
"Chester County, Tennessee",$3.68 
"Claiborne County, Tennessee",$3.62 
"Clay County, Tennessee",$3.48 
"Cocke County, Tennessee",$3.48 
"Coffee County, Tennessee",$3.62 
"Crockett County, Tennessee",$3.36 
"Cumberland County, Tennessee",$3.78 
"Davidson County, Tennessee",$4.12 
"Decatur County, Tennessee",$3.41 
"DeKalb County, Tennessee",$3.43 
"Dickson County, Tennessee",$3.71 
"Dyer County, Tennessee",$3.57 
"Fayette County, Tennessee",$3.81 
"Fentress County, Tennessee",$3.47 
"Franklin County, Tennessee",$3.54 
"Gibson County, Tennessee",$3.36 
"Giles County, Tennessee",$3.39 
"Grainger County, Tennessee",$3.70 
"Greene County, Tennessee",$3.70 
"Grundy County, Tennessee",$3.49 
"Hamblen County, Tennessee",$3.47 
"Hamilton County, Tennessee",$4.04 
"Hancock County, Tennessee",$3.29 
"Hardeman County, Tennessee",$3.32 
"Hardin County, Tennessee",$3.50 
"Hawkins County, Tennessee",$3.50 
"Haywood County, Tennessee",$3.27 
"Henderson County, Tennessee",$3.41 
"Henry County, Tennessee",$3.48 
"Hickman County, Tennessee",$3.87 
"Houston County, Tennessee",$3.71 
"Humphreys County, Tennessee",$3.71 
"Jackson County, Tennessee",$3.71 
"Jefferson County, Tennessee",$3.69 
"Johnson County, Tennessee",$3.63 
"Knox County, Tennessee",$3.99 
"Lake County, Tennessee",$3.57 
"Lauderdale County, Tennessee",$3.27 
"Lawrence County, Tennessee",$3.46 
"Lewis County, Tennessee",$3.87 
"Lincoln County, Tennessee",$3.41 
"Loudon County, Tennessee",$3.68 
"McMinn County, Tennessee",$3.64 
"McNairy County, Tennessee",$3.28 
"Macon County, Tennessee",$3.27 
"Madison County, Tennessee",$3.68 
"Marion County, Tennessee",$3.51 
"Marshall County, Tennessee",$3.53 
"Maury County, Tennessee",$3.91 
"Meigs County, Tennessee",$3.57 
"Monroe County, Tennessee",$3.46 
"Montgomery County, Tennessee",$3.77 
"Moore County, Tennessee",$3.55 
"Morgan County, Tennessee",$3.84 
"Obion County, Tennessee",$3.39 
"Overton County, Tennessee",$3.47 
"Perry County, Tennessee",$3.86 
"Pickett County, Tennessee",$3.48 
"Polk County, Tennessee",$3.81 
"Putnam County, Tennessee",$3.71 
"Rhea County, Tennessee",$3.59 
"Roane County, Tennessee",$3.70 
"Robertson County, Tennessee",$3.76 
"Rutherford County, Tennessee",$3.79 
"Scott County, Tennessee",$3.34 
"Sequatchie County, Tennessee",$4.04 
"Sevier County, Tennessee",$3.92 
"Shelby County, Tennessee",$3.81 
"Smith County, Tennessee",$3.40 
"Stewart County, Tennessee",$3.76 
"Sullivan County, Tennessee",$3.69 
"Sumner County, Tennessee",$3.94 
"Tipton County, Tennessee",$3.68 
"Trousdale County, Tennessee",$3.26 
"Unicoi County, Tennessee",$3.82 
"Union County, Tennessee",$3.75 
"Van Buren County, Tennessee",$3.38 
"Warren County, Tennessee",$3.39 
"Washington County, Tennessee",$3.82 
"Wayne County, Tennessee",$3.46 
"Weakley County, Tennessee",$3.27 
"White County, Tennessee",$3.36 
"Williamson County, Tennessee",$4.46 
"Wilson County, Tennessee",$4.07 
"Anderson County, Texas",$3.20 
"Andrews County, Texas",$3.50 
"Angelina County, Texas",$3.25 
"Aransas County, Texas",$3.09 
"Archer County, Texas",$3.39 
"Armstrong County, Texas",$3.34 
"Atascosa County, Texas",$3.03 
"Austin County, Texas",$3.26 
"Bailey County, Texas",$3.52 
"Bandera County, Texas",$3.76 
"Bastrop County, Texas",$3.22 
"Baylor County, Texas",$3.39 
"Bee County, Texas",$3.08 
"Bell County, Texas",$3.17 
"Bexar County, Texas",$3.04 
"Blanco County, Texas",$3.02 
"Borden County, Texas",$3.10 
"Bosque County, Texas",$3.27 
"Bowie County, Texas",$3.25 
"Brazoria County, Texas",$3.31 
"Brazos County, Texas",$3.27 
"Brewster County, Texas",$3.22 
"Briscoe County, Texas",$3.19 
"Brooks County, Texas",$3.17 
"Brown County, Texas",$3.35 
"Burleson County, Texas",$3.27 
"Burnet County, Texas",$3.14 
"Caldwell County, Texas",$3.02 
"Calhoun County, Texas",$2.88 
"Callahan County, Texas",$3.36 
"Cameron County, Texas",$2.92 
"Camp County, Texas",$3.24 
"Carson County, Texas",$3.38 
"Cass County, Texas",$3.24 
"Castro County, Texas",$3.19 
"Chambers County, Texas",$3.25 
"Cherokee County, Texas",$3.19 
"Childress County, Texas",$3.27 
"Clay County, Texas",$3.39 
"Cochran County, Texas",$3.22 
"Coke County, Texas",$3.09 
"Coleman County, Texas",$3.35 
"Collin County, Texas",$3.75 
"Collingsworth County, Texas",$3.27 
"Colorado County, Texas",$2.66 
"Comal County, Texas",$3.26 
"Comanche County, Texas",$3.13 
"Concho County, Texas",$3.09 
"Cooke County, Texas",$3.45 
"Coryell County, Texas",$3.03 
"Cottle County, Texas",$3.27 
"Crane County, Texas",$3.22 
"Crockett County, Texas",$3.09 
"Crosby County, Texas",$3.48 
"Culberson County, Texas",$3.20 
"Dallam County, Texas",$3.07 
"Dallas County, Texas",$3.44 
"Dawson County, Texas",$3.50 
"Deaf Smith County, Texas",$3.56 
"Delta County, Texas",$3.34 
"Denton County, Texas",$3.75 
"DeWitt County, Texas",$2.88 
"Dickens County, Texas",$3.48 
"Dimmit County, Texas",$2.84 
"Donley County, Texas",$3.38 
"Duval County, Texas",$3.13 
"Eastland County, Texas",$3.13 
"Ector County, Texas",$3.22 
"Edwards County, Texas",$2.86 
"Ellis County, Texas",$3.30 
"El Paso County, Texas",$3.20 
"Erath County, Texas",$3.13 
"Falls County, Texas",$3.13 
"Fannin County, Texas",$3.32 
"Fayette County, Texas",$3.12 
"Fisher County, Texas",$3.36 
"Floyd County, Texas",$3.19 
"Foard County, Texas",$3.27 
"Fort Bend County, Texas",$3.43 
"Franklin County, Texas",$3.24 
"Freestone County, Texas",$2.86 
"Frio County, Texas",$2.90 
"Gaines County, Texas",$3.50 
"Galveston County, Texas",$3.38 
"Garza County, Texas",$3.48 
"Gillespie County, Texas",$3.02 
"Glasscock County, Texas",$3.10 
"Goliad County, Texas",$3.08 
"Gonzales County, Texas",$2.92 
"Gray County, Texas",$3.38 
"Grayson County, Texas",$3.37 
"Gregg County, Texas",$3.31 
"Grimes County, Texas",$3.41 
"Guadalupe County, Texas",$3.22 
"Hale County, Texas",$3.19 
"Hall County, Texas",$3.38 
"Hamilton County, Texas",$3.13 
"Hansford County, Texas",$3.10 
"Hardeman County, Texas",$3.27 
"Hardin County, Texas",$3.21 
"Harris County, Texas",$3.30 
"Harrison County, Texas",$3.31 
"Hartley County, Texas",$3.07 
"Haskell County, Texas",$3.36 
"Hays County, Texas",$3.30 
"Hemphill County, Texas",$3.38 
"Henderson County, Texas",$3.37 
"Hidalgo County, Texas",$2.92 
"Hill County, Texas",$3.27 
"Hockley County, Texas",$3.22 
"Hood County, Texas",$3.34 
"Hopkins County, Texas",$3.34 
"Houston County, Texas",$2.98 
"Howard County, Texas",$3.10 
"Hudspeth County, Texas",$3.20 
"Hunt County, Texas",$3.24 
"Hutchinson County, Texas",$3.45 
"Irion County, Texas",$3.09 
"Jack County, Texas",$3.25 
"Jackson County, Texas",$2.88 
"Jasper County, Texas",$3.24 
"Jeff Davis County, Texas",$3.22 
"Jefferson County, Texas",$3.23 
"Jim Hogg County, Texas",$3.13 
"Jim Wells County, Texas",$3.13 
"Johnson County, Texas",$3.23 
"Jones County, Texas",$3.36 
"Karnes County, Texas",$3.08 
"Kaufman County, Texas",$3.46 
"Kendall County, Texas",$3.37 
"Kenedy County, Texas",$3.17 
"Kent County, Texas",$3.36 
"Kerr County, Texas",$3.11 
"Kimble County, Texas",$3.11 
"King County, Texas",$3.36 
"Kinney County, Texas",$2.84 
"Kleberg County, Texas",$3.17 
"Knox County, Texas",$3.36 
"Lamar County, Texas",$3.31 
"Lamb County, Texas",$3.22 
"Lampasas County, Texas",$2.89 
"La Salle County, Texas",$3.12 
"Lavaca County, Texas",$2.92 
"Lee County, Texas",$3.22 
"Leon County, Texas",$2.86 
"Liberty County, Texas",$3.10 
"Limestone County, Texas",$2.86 
"Lipscomb County, Texas",$3.34 
"Live Oak County, Texas",$3.08 
"Llano County, Texas",$2.64 
"Loving County, Texas",$3.50 
"Lubbock County, Texas",$3.48 
"Lynn County, Texas",$3.48 
"McCulloch County, Texas",$3.35 
"McLennan County, Texas",$3.13 
"McMullen County, Texas",$3.03 
"Madison County, Texas",$3.30 
"Marion County, Texas",$3.31 
"Martin County, Texas",$3.34 
"Mason County, Texas",$3.02 
"Matagorda County, Texas",$2.99 
"Maverick County, Texas",$2.84 
"Medina County, Texas",$2.90 
"Menard County, Texas",$3.09 
"Midland County, Texas",$3.34 
"Milam County, Texas",$3.22 
"Mills County, Texas",$3.35 
"Mitchell County, Texas",$3.10 
"Montague County, Texas",$3.28 
"Montgomery County, Texas",$3.46 
"Moore County, Texas",$3.07 
"Morris County, Texas",$3.24 
"Motley County, Texas",$3.19 
"Nacogdoches County, Texas",$3.38 
"Navarro County, Texas",$2.94 
"Newton County, Texas",$3.24 
"Nolan County, Texas",$3.36 
"Nueces County, Texas",$3.23 
"Ochiltree County, Texas",$3.10 
"Oldham County, Texas",$3.56 
"Orange County, Texas",$3.26 
"Palo Pinto County, Texas",$3.25 
"Panola County, Texas",$3.10 
"Parker County, Texas",$3.45 
"Parmer County, Texas",$3.52 
"Pecos County, Texas",$3.22 
"Polk County, Texas",$3.00 
"Potter County, Texas",$3.34 
"Presidio County, Texas",$3.22 
"Rains County, Texas",$3.39 
"Randall County, Texas",$3.56 
"Reagan County, Texas",$3.09 
"Real County, Texas",$2.86 
"Red River County, Texas",$3.31 
"Reeves County, Texas",$3.22 
"Refugio County, Texas",$3.09 
"Roberts County, Texas",$3.38 
"Robertson County, Texas",$3.27 
"Rockwall County, Texas",$3.76 
"Runnels County, Texas",$3.09 
"Rusk County, Texas",$3.17 
"Sabine County, Texas",$3.32 
"San Augustine County, Texas",$3.22 
"San Jacinto County, Texas",$3.35 
"San Patricio County, Texas",$3.08 
"San Saba County, Texas",$2.89 
"Schleicher County, Texas",$3.09 
"Scurry County, Texas",$3.10 
"Shackelford County, Texas",$3.36 
"Shelby County, Texas",$3.22 
"Sherman County, Texas",$3.07 
"Smith County, Texas",$3.44 
"Somervell County, Texas",$3.34 
"Starr County, Texas",$3.03 
"Stephens County, Texas",$3.25 
"Sterling County, Texas",$3.10 
"Stonewall County, Texas",$3.36 
"Sutton County, Texas",$3.09 
"Swisher County, Texas",$3.19 
"Tarrant County, Texas",$3.50 
"Taylor County, Texas",$3.36 
"Terrell County, Texas",$2.84 
"Terry County, Texas",$3.22 
"Throckmorton County, Texas",$3.36 
"Titus County, Texas",$3.24 
"Tom Green County, Texas",$3.09 
"Travis County, Texas",$3.56 
"Trinity County, Texas",$2.98 
"Tyler County, Texas",$3.22 
"Upshur County, Texas",$3.25 
"Upton County, Texas",$3.22 
"Uvalde County, Texas",$2.86 
"Val Verde County, Texas",$2.84 
"Van Zandt County, Texas",$3.39 
"Victoria County, Texas",$2.88 
"Walker County, Texas",$3.30 
"Waller County, Texas",$3.49 
"Ward County, Texas",$3.22 
"Washington County, Texas",$2.99 
"Webb County, Texas",$3.12 
"Wharton County, Texas",$2.66 
"Wheeler County, Texas",$3.38 
"Wichita County, Texas",$3.39 
"Wilbarger County, Texas",$3.27 
"Willacy County, Texas",$2.60 
"Williamson County, Texas",$3.42 
"Wilson County, Texas",$3.08 
"Winkler County, Texas",$3.22 
"Wise County, Texas",$3.48 
"Wood County, Texas",$3.38 
"Yoakum County, Texas",$3.50 
"Young County, Texas",$3.25 
"Zapata County, Texas",$3.03 
"Zavala County, Texas",$2.86 
"Beaver County, Utah",$3.65 
"Box Elder County, Utah",$3.55 
"Cache County, Utah",$3.57 
"Carbon County, Utah",$3.38 
"Daggett County, Utah",$3.51 
"Davis County, Utah",$3.67 
"Duchesne County, Utah",$3.51 
"Emery County, Utah",$3.38 
"Garfield County, Utah",$3.65 
"Grand County, Utah",$3.84 
"Iron County, Utah",$3.65 
"Juab County, Utah",$3.57 
"Kane County, Utah",$3.65 
"Millard County, Utah",$3.35 
"Morgan County, Utah",$3.67 
"Piute County, Utah",$3.35 
"Rich County, Utah",$3.57 
"Salt Lake County, Utah",$3.70 
"San Juan County, Utah",$3.83 
"Sanpete County, Utah",$3.30 
"Sevier County, Utah",$3.35 
"Summit County, Utah",$4.96 
"Tooele County, Utah",$3.46 
"Uintah County, Utah",$3.51 
"Utah County, Utah",$3.57 
"Wasatch County, Utah",$4.00 
"Washington County, Utah",$3.83 
"Wayne County, Utah",$3.35 
"Weber County, Utah",$3.62 
"Addison County, Vermont",$4.29 
"Bennington County, Vermont",$4.04 
"Caledonia County, Vermont",$4.25 
"Chittenden County, Vermont",$4.31 
"Essex County, Vermont",$3.72 
"Franklin County, Vermont",$3.95 
"Grand Isle County, Vermont",$3.74 
"Lamoille County, Vermont",$4.39 
"Orange County, Vermont",$4.27 
"Orleans County, Vermont",$3.72 
"Rutland County, Vermont",$4.16 
"Washington County, Vermont",$4.23 
"Windham County, Vermont",$4.32 
"Windsor County, Vermont",$4.38 
"Accomack County, Virginia",$3.45 
"Albemarle County, Virginia",$4.03 
"Alleghany County, Virginia",$3.76 
"Amelia County, Virginia",$3.60 
"Amherst County, Virginia",$3.40 
"Appomattox County, Virginia",$3.40 
"Arlington County, Virginia",$4.80 
"Augusta County, Virginia",$3.55 
"Bath County, Virginia",$3.48 
"Bedford County, Virginia",$3.75 
"Bland County, Virginia",$3.43 
"Botetourt County, Virginia",$3.76 
"Brunswick County, Virginia",$3.39 
"Buchanan County, Virginia",$3.37 
"Buckingham County, Virginia",$3.43 
"Campbell County, Virginia",$3.39 
"Caroline County, Virginia",$3.66 
"Carroll County, Virginia",$3.46 
"Charles City County, Virginia",$3.75 
"Charlotte County, Virginia",$3.43 
"Chesterfield County, Virginia",$3.86 
"Clarke County, Virginia",$3.66 
"Craig County, Virginia",$3.76 
"Culpeper County, Virginia",$3.72 
"Cumberland County, Virginia",$3.43 
"Dickenson County, Virginia",$3.58 
"Dinwiddie County, Virginia",$3.48 
"Essex County, Virginia",$3.66 
"Fairfax County, Virginia",$4.48 
"Fauquier County, Virginia",$3.98 
"Floyd County, Virginia",$3.93 
"Fluvanna County, Virginia",$3.79 
"Franklin County, Virginia",$3.67 
"Frederick County, Virginia",$3.76 
"Giles County, Virginia",$3.45 
"Gloucester County, Virginia",$3.64 
"Goochland County, Virginia",$3.83 
"Grayson County, Virginia",$3.49 
"Greene County, Virginia",$3.51 
"Greensville County, Virginia",$3.27 
"Halifax County, Virginia",$3.35 
"Hanover County, Virginia",$3.87 
"Henrico County, Virginia",$3.95 
"Henry County, Virginia",$3.27 
"Highland County, Virginia",$3.70 
"Isle of Wight County, Virginia",$3.76 
"James City County, Virginia",$4.25 
"King and Queen County, Virginia",$3.75 
"King George County, Virginia",$3.62 
"King William County, Virginia",$3.75 
"Lancaster County, Virginia",$3.64 
"Lee County, Virginia",$3.17 
"Loudoun County, Virginia",$4.31 
"Louisa County, Virginia",$3.57 
"Lunenburg County, Virginia",$3.39 
"Madison County, Virginia",$3.51 
"Mathews County, Virginia",$3.64 
"Mecklenburg County, Virginia",$3.39 
"Middlesex County, Virginia",$3.64 
"Montgomery County, Virginia",$3.93 
"Nelson County, Virginia",$3.58 
"New Kent County, Virginia",$3.75 
"Northampton County, Virginia",$3.45 
"Northumberland County, Virginia",$3.85 
"Nottoway County, Virginia",$3.43 
"Orange County, Virginia",$3.57 
"Page County, Virginia",$3.40 
"Patrick County, Virginia",$3.27 
"Pittsylvania County, Virginia",$3.47 
"Powhatan County, Virginia",$3.60 
"Prince Edward County, Virginia",$3.43 
"Prince George County, Virginia",$3.47 
"Prince William County, Virginia",$3.92 
"Pulaski County, Virginia",$3.45 
"Rappahannock County, Virginia",$3.72 
"Richmond County, Virginia",$3.85 
"Roanoke County, Virginia",$3.75 
"Rockbridge County, Virginia",$3.48 
"Rockingham County, Virginia",$3.36 
"Russell County, Virginia",$3.36 
"Scott County, Virginia",$3.33 
"Shenandoah County, Virginia",$3.48 
"Smyth County, Virginia",$3.45 
"Southampton County, Virginia",$3.28 
"Spotsylvania County, Virginia",$3.82 
"Stafford County, Virginia",$3.93 
"Surry County, Virginia",$4.25 
"Sussex County, Virginia",$3.47 
"Tazewell County, Virginia",$3.29 
"Warren County, Virginia",$3.79 
"Washington County, Virginia",$3.51 
"Westmoreland County, Virginia",$3.62 
"Wise County, Virginia",$3.58 
"Wythe County, Virginia",$3.49 
"York County, Virginia",$3.79 
"Alexandria city, Virginia",$4.96 
"Bristol city, Virginia",$3.51 
"Buena Vista city, Virginia",$3.48 
"Charlottesville city, Virginia",$4.68 
"Chesapeake city, Virginia",$3.78 
"Colonial Heights city, Virginia",$3.30 
"Covington city, Virginia",$3.76 
"Danville city, Virginia",$3.37 
"Emporia city, Virginia",$3.27 
"Fairfax city, Virginia",$4.55 
"Falls Church city, Virginia",$4.48 
"Franklin city, Virginia",$3.80 
"Fredericksburg city, Virginia",$4.33 
"Galax city, Virginia",$3.46 
"Hampton city, Virginia",$3.61 
"Harrisonburg city, Virginia",$3.67 
"Hopewell city, Virginia",$3.60 
"Lexington city, Virginia",$3.48 
"Lynchburg city, Virginia",$3.72 
"Manassas city, Virginia",$3.86 
"Manassas Park city, Virginia",$3.86 
"Martinsville city, Virginia",$3.27 
"Newport News city, Virginia",$3.63 
"Norfolk city, Virginia",$3.66 
"Norton city, Virginia",$3.58 
"Petersburg city, Virginia",$3.30 
"Poquoson city, Virginia",$3.61 
"Portsmouth city, Virginia",$3.59 
"Radford city, Virginia",$3.45 
"Richmond city, Virginia",$4.35 
"Roanoke city, Virginia",$3.48 
"Salem city, Virginia",$3.66 
"Staunton city, Virginia",$3.70 
"Suffolk city, Virginia",$3.80 
"Virginia Beach city, Virginia",$3.95 
"Waynesboro city, Virginia",$3.58 
"Williamsburg city, Virginia",$4.25 
"Winchester city, Virginia",$3.66 
"Adams County, Washington",$3.15 
"Asotin County, Washington",$3.57 
"Benton County, Washington",$3.81 
"Chelan County, Washington",$3.86 
"Clallam County, Washington",$3.97 
"Clark County, Washington",$4.03 
"Columbia County, Washington",$3.77 
"Cowlitz County, Washington",$3.75 
"Douglas County, Washington",$3.80 
"Ferry County, Washington",$3.55 
"Franklin County, Washington",$3.34 
"Garfield County, Washington",$3.57 
"Grant County, Washington",$3.54 
"Grays Harbor County, Washington",$3.78 
"Island County, Washington",$4.07 
"Jefferson County, Washington",$4.66 
"King County, Washington",$4.48 
"Kitsap County, Washington",$3.95 
"Kittitas County, Washington",$4.15 
"Klickitat County, Washington",$4.93 
"Lewis County, Washington",$3.70 
"Lincoln County, Washington",$3.82 
"Mason County, Washington",$3.86 
"Okanogan County, Washington",$3.50 
"Pacific County, Washington",$4.47 
"Pend Oreille County, Washington",$3.63 
"Pierce County, Washington",$3.99 
"San Juan County, Washington",$4.35 
"Skagit County, Washington",$3.93 
"Skamania County, Washington",$4.06 
"Snohomish County, Washington",$4.10 
"Spokane County, Washington",$3.82 
"Stevens County, Washington",$3.55 
"Thurston County, Washington",$4.01 
"Wahkiakum County, Washington",$3.75 
"Walla Walla County, Washington",$3.77 
"Whatcom County, Washington",$4.35 
"Whitman County, Washington",$3.85 
"Yakima County, Washington",$3.53 
"Barbour County, West Virginia",$3.20 
"Berkeley County, West Virginia",$3.52 
"Boone County, West Virginia",$3.22 
"Braxton County, West Virginia",$3.25 
"Brooke County, West Virginia",$3.43 
"Cabell County, West Virginia",$3.54 
"Calhoun County, West Virginia",$3.23 
"Clay County, West Virginia",$3.25 
"Doddridge County, West Virginia",$3.47 
"Fayette County, West Virginia",$3.32 
"Gilmer County, West Virginia",$3.20 
"Grant County, West Virginia",$3.26 
"Greenbrier County, West Virginia",$3.38 
"Hampshire County, West Virginia",$3.32 
"Hancock County, West Virginia",$3.86 
"Hardy County, West Virginia",$3.32 
"Harrison County, West Virginia",$3.47 
"Jackson County, West Virginia",$3.23 
"Jefferson County, West Virginia",$3.69 
"Kanawha County, West Virginia",$3.46 
"Lewis County, West Virginia",$3.20 
"Lincoln County, West Virginia",$3.81 
"Logan County, West Virginia",$3.14 
"McDowell County, West Virginia",$3.53 
"Marion County, West Virginia",$3.46 
"Marshall County, West Virginia",$3.32 
"Mason County, West Virginia",$3.15 
"Mercer County, West Virginia",$3.36 
"Mineral County, West Virginia",$3.26 
"Mingo County, West Virginia",$3.52 
"Monongalia County, West Virginia",$3.71 
"Monroe County, West Virginia",$3.38 
"Morgan County, West Virginia",$3.52 
"Nicholas County, West Virginia",$3.25 
"Ohio County, West Virginia",$3.62 
"Pendleton County, West Virginia",$3.60 
"Pleasants County, West Virginia",$3.48 
"Pocahontas County, West Virginia",$3.38 
"Preston County, West Virginia",$3.20 
"Putnam County, West Virginia",$3.66 
